campaign_id,date,impressions,clicks,ctr,spend,cpm,completions,completion_rate,reach,frequency
CMP0009,2024-07-24,2607670,116823,0.0448,79142.78,30.35,2362519,0.906,2037919,4.08
CMP0009,2024-07-25,2187643,42221,0.0193,45437.35,20.77,1290055,0.5897,1740813,2.07
CMP0009,2024-07-26,2995967,51231,0.0171,60308.82,20.13,2195287,0.7327,2350755,3.99
CMP0009,2024-07-27,2299966,26679,0.0116,25322.63,11.01,1360842,0.5917,1358414,2.66
CMP0009,2024-07-28,2213590,46928,0.0212,23995.32,10.84,1820785,0.8225,1655083,3.03
CMP0009,2024-07-29,2822795,132671,0.047,29808.72,10.56,2446725,0.8668,2185579,3.91
CMP0009,2024-07-30,2533663,23816,0.0094,20928.06,8.26,2020912,0.7976,1510557,1.58
CMP0010,2024-09-02,1090695,12106,0.0111,13579.15,12.45,705124,0.6465,664102,3.66
CMP0010,2024-09-03,814905,37078,0.0455,11286.43,13.85,666157,0.8175,450527,3.32
CMP0010,2024-09-04,738867,18841,0.0255,5630.17,7.62,438697,0.5937,463049,2.48
CMP0010,2024-09-05,862479,13799,0.016,25244.76,29.27,698880,0.8103,541416,1.5
CMP0010,2024-09-06,759794,11017,0.0145,10386.38,13.67,590672,0.7774,459509,1.55
CMP0010,2024-09-07,793598,5555,0.007,20189.13,25.44,614342,0.7741,518982,2.97
CMP0010,2024-09-08,654593,35151,0.0537,13078.77,19.98,520869,0.7957,395768,1.94
CMP0010,2024-09-09,695705,28663,0.0412,19966.73,28.7,403712,0.5803,460338,3.49
CMP0010,2024-09-10,816013,7099,0.0087,16866.99,20.67,467453,0.5728,560529,2.82
CMP0010,2024-09-11,846189,7615,0.009,8377.27,9.9,568134,0.6714,575480,1.5
CMP0010,2024-09-12,832160,7406,0.0089,17608.51,21.16,485688,0.5836,563866,3.85
CMP0010,2024-09-13,851531,23502,0.0276,16468.61,19.34,612263,0.719,480633,2.67
CMP0010,2024-09-14,620820,8443,0.0136,15402.54,24.81,432401,0.6965,468168,3.64
CMP0010,2024-09-15,728212,7136,0.0098,5228.56,7.18,493345,0.6775,412124,4.48
CMP0010,2024-09-16,869237,11473,0.0132,6771.36,7.79,778399,0.8955,484976,2.49
CMP0010,2024-09-17,946885,11173,0.0118,24533.79,25.91,863543,0.912,673680,2.53
CMP0010,2024-09-18,922214,1106,0.0012,14700.09,15.94,803948,0.8718,716276,2.38
CMP0010,2024-09-19,880108,10297,0.0117,20427.31,23.21,659677,0.7495,627854,2.28
CMP0010,2024-09-20,1007216,20446,0.0203,20114.1,19.97,751052,0.7457,737246,1.86
CMP0010,2024-09-21,742377,8908,0.012,4892.26,6.59,490261,0.6604,533305,2.95
CMP0010,2024-09-22,738837,31843,0.0431,20251.52,27.41,474022,0.6416,470299,2.04
CMP0010,2024-09-23,644400,13081,0.0203,16013.34,24.85,381325,0.5918,484826,2.53
CMP0010,2024-09-24,842775,39357,0.0467,24423.62,28.98,468405,0.5558,506946,1.44
CMP0010,2024-09-25,685635,19129,0.0279,14768.58,21.54,555512,0.8102,385442,3.62
CMP0010,2024-09-26,972226,18958,0.0195,11754.21,12.09,612881,0.6304,744659,1.29
CMP0010,2024-09-27,928386,7055,0.0076,12551.78,13.52,790837,0.8518,680394,2.18
CMP0010,2024-09-28,743174,30470,0.041,17457.16,23.49,496920,0.6686,464811,1.59
CMP0010,2024-09-29,672533,5918,0.0088,7902.26,11.75,444668,0.6612,380142,4.32
CMP0010,2024-09-30,782984,27717,0.0354,23254.62,29.7,611993,0.7816,514264,2.79
CMP0010,2024-10-01,759734,5470,0.0072,23156.69,30.48,606569,0.7984,567104,2.18
CMP0010,2024-10-02,928935,26010,0.028,9177.88,9.88,640305,0.6893,686115,2.71
CMP0010,2024-10-03,1098224,22403,0.0204,15177.46,13.82,891541,0.8118,825253,4.21
CMP0010,2024-10-04,903147,8399,0.0093,28142.06,31.16,682956,0.7562,527007,1.93
CMP0010,2024-10-05,868407,8944,0.0103,19808.36,22.81,773944,0.8912,661537,1.41
CMP0010,2024-10-06,783025,15190,0.0194,8574.12,10.95,508442,0.6493,562539,3.15
CMP0010,2024-10-07,824475,11954,0.0145,8978.53,10.89,685821,0.8318,602754,3.0
CMP0010,2024-10-08,597094,3761,0.0063,17082.86,28.61,401961,0.6732,471259,1.15
CMP0010,2024-10-09,813795,4313,0.0053,25235.78,31.01,482911,0.5934,650948,2.73
CMP0010,2024-10-10,702398,8709,0.0124,15249.06,21.71,439469,0.6257,547014,2.98
CMP0010,2024-10-11,812818,6339,0.0078,12923.81,15.9,607541,0.7475,520053,1.99
CMP0010,2024-10-12,717545,13489,0.0188,13583.13,18.93,420829,0.5865,570684,2.7
CMP0010,2024-10-13,640594,6982,0.0109,19070.48,29.77,440191,0.6872,418616,3.01
CMP0011,2024-07-13,910498,10106,0.0111,8913.78,9.79,588624,0.6465,713547,3.07
CMP0011,2024-07-14,1181954,2009,0.0017,11772.26,9.96,794332,0.672,762312,3.93
CMP0011,2024-07-15,739649,3846,0.0052,17026.72,23.02,594229,0.8034,454389,3.89
CMP0011,2024-07-16,876981,49900,0.0569,19889.93,22.68,641529,0.7315,519223,3.8
CMP0011,2024-07-17,685028,6439,0.0094,16940.74,24.73,500534,0.7307,533790,2.94
CMP0011,2024-07-18,741321,10675,0.0144,5582.15,7.53,417004,0.5625,564645,4.31
CMP0011,2024-07-19,798201,5747,0.0072,20649.46,25.87,560804,0.7026,607140,1.89
CMP0012,2024-10-28,277630,2026,0.0073,1732.41,6.24,204646,0.7371,178599,3.2
CMP0012,2024-10-29,232273,952,0.0041,5116.97,22.03,169277,0.7288,156079,1.12
CMP0012,2024-10-30,182025,9064,0.0498,1148.58,6.31,135769,0.7459,112616,4.42
CMP0012,2024-10-31,263453,2687,0.0102,7150.11,27.14,210602,0.7994,197995,4.19
CMP0012,2024-11-01,211156,5827,0.0276,1794.83,8.5,127768,0.6051,126267,2.89
CMP0012,2024-11-02,268685,7415,0.0276,3479.47,12.95,187233,0.6968,172835,2.48
CMP0012,2024-11-03,305542,6996,0.0229,9700.96,31.75,193581,0.6336,220298,3.98
CMP0012,2024-11-04,327034,1079,0.0033,9258.33,28.31,271780,0.831,187513,2.39
CMP0012,2024-11-05,285234,3394,0.0119,2127.85,7.46,157876,0.5535,169099,2.8
CMP0012,2024-11-06,287750,2618,0.0091,7593.72,26.39,218507,0.7594,219982,1.42
CMP0012,2024-11-07,226989,18794,0.0828,1613.89,7.11,142600,0.6282,174107,4.12
CMP0012,2024-11-08,271790,3044,0.0112,1959.61,7.21,156961,0.5775,212375,4.16
CMP0012,2024-11-09,310311,3227,0.0104,2128.73,6.86,277307,0.8936,195068,4.37
CMP0012,2024-11-10,251388,2413,0.0096,6425.48,25.56,204555,0.8137,163295,1.36
CMP0012,2024-11-11,289790,10055,0.0347,3549.93,12.25,248877,0.8588,187577,4.15
CMP0012,2024-11-12,310107,4620,0.0149,7954.24,25.65,186616,0.6018,247192,3.56
CMP0012,2024-11-13,279777,7022,0.0251,8765.41,31.33,159435,0.5699,184449,3.95
CMP0012,2024-11-14,306854,5799,0.0189,7975.14,25.99,277180,0.9033,199202,3.73
CMP0012,2024-11-15,281739,4169,0.0148,3693.6,13.11,258427,0.9173,189511,2.31
CMP0012,2024-11-16,269996,2105,0.0078,4652.03,17.23,216398,0.8015,193092,1.39
CMP0012,2024-11-17,263112,8709,0.0331,7038.25,26.75,214133,0.8138,150107,1.62
CMP0012,2024-11-18,299879,6957,0.0232,6741.28,22.48,247002,0.8237,188674,1.46
CMP0012,2024-11-19,273501,2570,0.0094,3831.75,14.01,186847,0.6832,168870,1.55
CMP0012,2024-11-20,270041,10234,0.0379,4771.62,17.67,203949,0.7553,176069,1.19
CMP0012,2024-11-21,275285,8010,0.0291,2317.9,8.42,212320,0.7713,173734,2.41
CMP0012,2024-11-22,266549,2478,0.0093,4286.11,16.08,154955,0.5813,206651,4.18
CMP0012,2024-11-23,246995,15857,0.0642,5154.79,20.87,151345,0.6127,159356,1.57
CMP0012,2024-11-24,296192,1510,0.0051,5574.33,18.82,169839,0.5734,195092,2.53
CMP0012,2024-11-25,263305,6371,0.0242,2106.44,8.0,169339,0.6431,161049,3.23
CMP0012,2024-11-26,291784,11233,0.0385,3232.97,11.08,172029,0.5896,182704,4.33
CMP0012,2024-11-27,220107,4336,0.0197,4868.77,22.12,186542,0.8475,139192,2.24
CMP0012,2024-11-28,329044,4409,0.0134,9328.4,28.35,299582,0.9105,192171,2.19
CMP0012,2024-11-29,239376,12471,0.0521,2685.8,11.22,159483,0.6662,189380,4.39
CMP0012,2024-11-30,218089,1657,0.0076,5249.4,24.07,159569,0.7317,151347,1.92
CMP0012,2024-12-01,272739,1172,0.0043,7426.68,27.23,189658,0.6954,157771,3.02
CMP0012,2024-12-02,271221,3281,0.0121,5475.95,20.19,217582,0.8022,186471,4.34
CMP0012,2024-12-03,276032,6928,0.0251,6740.7,24.42,196597,0.7122,171921,3.46
CMP0012,2024-12-04,268840,1693,0.0063,7175.34,26.69,188559,0.7014,181420,3.25
CMP0012,2024-12-05,244132,6591,0.027,5646.77,23.13,198879,0.8146,182432,1.35
CMP0012,2024-12-06,230132,3267,0.0142,4248.24,18.46,160700,0.6983,155719,4.23
CMP0012,2024-12-07,287865,4001,0.0139,5794.72,20.13,242545,0.8426,184199,4.14
CMP0012,2024-12-08,281424,8864,0.0315,6357.37,22.59,163632,0.5814,208883,3.34
CMP0013,2024-08-10,139069,3866,0.0278,3173.55,22.82,78767,0.5664,110685,3.4
CMP0013,2024-08-11,109389,2592,0.0237,2797.08,25.57,99250,0.9073,71935,1.14
CMP0013,2024-08-12,91860,1414,0.0154,1771.06,19.28,68156,0.742,63854,3.06
CMP0013,2024-08-13,71213,975,0.0137,1151.51,16.17,59517,0.8358,49645,2.8
CMP0013,2024-08-14,88023,1795,0.0204,584.47,6.64,51817,0.5887,57566,4.37
CMP0013,2024-08-15,94772,3136,0.0331,2886.76,30.46,57092,0.6024,59514,2.65
CMP0013,2024-08-16,105307,358,0.0034,1954.5,18.56,76471,0.7262,69454,3.47
CMP0013,2024-08-17,113512,5108,0.045,1567.6,13.81,96458,0.8498,65697,3.99
CMP0013,2024-08-18,101159,151,0.0015,2388.36,23.61,61789,0.6108,80520,1.93
CMP0013,2024-08-19,102525,1968,0.0192,1041.65,10.16,77626,0.7571,80955,1.89
CMP0013,2024-08-20,98009,1803,0.0184,1058.5,10.8,77130,0.787,64493,1.2
CMP0013,2024-08-21,111537,2063,0.0185,1241.41,11.13,85784,0.7691,72187,3.5
CMP0013,2024-08-22,72535,2698,0.0372,1853.99,25.56,61598,0.8492,41028,1.45
CMP0013,2024-08-23,88912,2418,0.0272,965.58,10.86,59625,0.6706,59072,1.99
CMP0013,2024-08-24,129164,5993,0.0464,2547.11,19.72,101583,0.7865,90316,3.18
CMP0013,2024-08-25,127137,1169,0.0092,1913.41,15.05,109699,0.8628,89547,3.87
CMP0013,2024-08-26,91016,1119,0.0123,1249.65,13.73,70752,0.7774,51987,1.56
CMP0013,2024-08-27,102638,1334,0.013,1430.77,13.94,63402,0.6177,74244,2.84
CMP0013,2024-08-28,99826,2395,0.024,956.33,9.58,69076,0.692,59540,3.26
CMP0013,2024-08-29,81651,1869,0.0229,1860.01,22.78,75115,0.92,56235,2.76
CMP0013,2024-08-30,86340,1424,0.0165,1224.3,14.18,61894,0.7169,48644,2.32
CMP0013,2024-08-31,121059,690,0.0057,1156.11,9.55,103097,0.8516,95752,2.82
CMP0013,2024-09-01,112904,3037,0.0269,2687.12,23.8,79459,0.7038,85803,2.76
CMP0013,2024-09-02,78603,1249,0.0159,534.5,6.8,65365,0.8316,48971,2.03
CMP0013,2024-09-03,101291,2947,0.0291,1050.39,10.37,72849,0.7192,74512,3.7
CMP0013,2024-09-04,102027,7172,0.0703,912.12,8.94,60426,0.5923,75885,3.9
CMP0013,2024-09-05,80574,1031,0.0128,2206.92,27.39,45556,0.5654,58798,2.96
CMP0013,2024-09-06,82210,1537,0.0187,711.94,8.66,70464,0.8571,60657,2.11
CMP0014,2024-08-11,672497,18157,0.027,11896.47,17.69,456607,0.679,507185,2.59
CMP0014,2024-08-12,511796,11617,0.0227,13393.7,26.17,326356,0.6377,385216,3.1
CMP0014,2024-08-13,460098,24569,0.0534,11263.2,24.48,360774,0.7841,272145,1.57
CMP0014,2024-08-14,644996,20575,0.0319,7340.05,11.38,368913,0.572,411316,2.06
CMP0014,2024-08-15,544589,2069,0.0038,7847.53,14.41,441389,0.8105,338915,2.01
CMP0014,2024-08-16,402758,5074,0.0126,12735.21,31.62,322746,0.8013,231105,4.37
CMP0014,2024-08-17,628722,7418,0.0118,18792.5,29.89,576676,0.9172,482080,1.53
CMP0014,2024-08-18,647980,21901,0.0338,8093.27,12.49,526947,0.8132,490598,3.69
CMP0014,2024-08-19,581528,1919,0.0033,10892.02,18.73,444082,0.7636,358907,2.51
CMP0014,2024-08-20,489589,2350,0.0048,11001.06,22.47,428706,0.8756,280668,2.85
CMP0014,2024-08-21,492560,13939,0.0283,14944.27,30.34,338170,0.6866,387922,2.21
CMP0014,2024-08-22,514964,1544,0.003,13456.01,26.13,422841,0.8211,377331,2.66
CMP0014,2024-08-23,470109,6581,0.014,7197.37,15.31,269575,0.5734,321369,1.84
CMP0014,2024-08-24,760633,17038,0.0224,8754.89,11.51,493923,0.6494,575864,2.25
CMP0014,2024-08-25,650395,10666,0.0164,13476.18,20.72,474511,0.7296,413608,3.42
CMP0014,2024-08-26,444893,10366,0.0233,3821.63,8.59,373727,0.84,295807,1.52
CMP0014,2024-08-27,564233,19861,0.0352,9857.15,17.47,310469,0.5502,445466,1.79
CMP0014,2024-08-28,714643,33659,0.0471,6739.08,9.43,564924,0.7905,421456,4.27
CMP0014,2024-08-29,449638,22167,0.0493,10350.67,23.02,288957,0.6426,289099,4.17
CMP0014,2024-08-30,427807,6973,0.0163,6973.25,16.3,283652,0.663,310100,1.9
CMP0014,2024-08-31,684633,27111,0.0396,16636.58,24.3,376823,0.5504,458157,1.55
CMP0014,2024-09-01,703096,19405,0.0276,16649.31,23.68,389118,0.5534,508970,3.88
CMP0014,2024-09-02,518570,24424,0.0471,8805.32,16.98,310574,0.5989,294395,2.4
CMP0014,2024-09-03,538047,12913,0.024,4659.49,8.66,358307,0.6659,414429,1.57
CMP0014,2024-09-04,404708,13314,0.0329,10352.43,25.58,242526,0.5993,323052,1.59
CMP0014,2024-09-05,505017,4242,0.0084,3141.21,6.22,399219,0.7905,333323,3.56
CMP0014,2024-09-06,388900,3072,0.0079,3865.67,9.94,273137,0.7023,280646,4.02
CMP0014,2024-09-07,573449,4243,0.0074,4937.4,8.61,475047,0.8284,399919,2.41
CMP0014,2024-09-08,744808,10129,0.0136,10561.38,14.18,448178,0.6017,461216,1.39
CMP0014,2024-09-09,494568,2967,0.006,10682.67,21.6,383195,0.7748,368325,3.45
CMP0014,2024-09-10,599052,20128,0.0336,13850.08,23.12,396338,0.6616,407018,2.83
CMP0014,2024-09-11,525225,5935,0.0113,7185.08,13.68,299478,0.5702,406775,4.35
CMP0014,2024-09-12,422492,3506,0.0083,3772.85,8.93,310466,0.7348,295103,2.9
CMP0014,2024-09-13,525579,4625,0.0088,16639.83,31.66,470683,0.8956,306410,4.03
CMP0014,2024-09-14,710598,4832,0.0068,11014.27,15.5,570388,0.8027,526326,4.35
CMP0014,2024-09-15,686209,19488,0.0284,4412.32,6.43,394561,0.575,422393,1.24
CMP0014,2024-09-16,597554,11592,0.0194,15847.13,26.52,440663,0.7374,422555,2.8
CMP0014,2024-09-17,474924,12870,0.0271,11516.91,24.25,275692,0.5805,324915,3.19
CMP0014,2024-09-18,626233,7577,0.0121,8804.84,14.06,462900,0.7392,376240,3.85
CMP0014,2024-09-19,555793,7058,0.0127,8981.61,16.16,436124,0.7847,421642,3.42
CMP0014,2024-09-20,516811,30491,0.059,12491.32,24.17,423828,0.8201,393612,1.3
CMP0014,2024-09-21,643321,12673,0.0197,11129.45,17.3,461742,0.7177,451745,2.15
CMP0015,2024-09-17,360152,1620,0.0045,9097.44,25.26,214000,0.5942,261821,3.49
CMP0015,2024-09-18,385640,6285,0.0163,11870.0,30.78,286727,0.7435,287589,3.55
CMP0015,2024-09-19,458819,12021,0.0262,4267.02,9.3,384956,0.839,283179,4.11
CMP0015,2024-09-20,384993,5466,0.0142,2602.55,6.76,326716,0.8486,237923,1.32
CMP0015,2024-09-21,485922,3984,0.0082,10199.5,20.99,281113,0.5785,322554,2.32
CMP0015,2024-09-22,455238,8421,0.0185,9441.64,20.74,312313,0.686,279415,1.45
CMP0015,2024-09-23,282324,6154,0.0218,6998.81,24.79,179137,0.6345,191191,1.25
CMP0015,2024-09-24,406665,31394,0.0772,5026.38,12.36,294650,0.7246,262601,1.61
CMP0015,2024-09-25,365192,3250,0.0089,10331.28,28.29,275559,0.7546,284297,3.62
CMP0015,2024-09-26,455745,5651,0.0124,6549.06,14.37,320851,0.704,332726,2.02
CMP0015,2024-09-27,401922,4260,0.0106,6306.16,15.69,295716,0.7358,311684,1.71
CMP0015,2024-09-28,501201,14835,0.0296,15797.86,31.52,452589,0.903,284297,2.68
CMP0015,2024-09-29,518896,5292,0.0102,14513.52,27.97,348231,0.6711,357142,1.13
CMP0015,2024-09-30,309132,2658,0.0086,6386.67,20.66,204783,0.6624,218148,2.68
CMP0016,2024-10-30,179227,13961,0.0779,3374.84,18.83,149809,0.8359,107331,4.16
CMP0016,2024-10-31,172815,3611,0.0209,2137.72,12.37,95456,0.5524,112763,1.89
CMP0016,2024-11-01,164067,3904,0.0238,4565.98,27.83,143487,0.8746,129243,1.1
CMP0016,2024-11-02,136862,2066,0.0151,3841.72,28.07,112099,0.8191,78830,2.9
CMP0016,2024-11-03,166309,2162,0.013,3124.95,18.79,95155,0.5722,132920,3.52
CMP0016,2024-11-04,228111,2577,0.0113,6831.92,29.95,201193,0.882,155101,3.48
